activity_id,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,endpoint_value,potency_nM,efficacy_pct,fold_shift,receptor_species,evidence_tier,final_modeling_role,extended_category,strict_view_membership,species_caveat,notes
ACT_24343562,CM00684,PARENT0716,PMID_34710625,ASSY_CHEMBL5030005,PAM_functional_calcium,calcium,%max,=,101.0,,101.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_24343563,CM00277,PARENT0717,PMID_34710625,ASSY_CHEMBL5030005,PAM_functional_calcium,calcium,%max,=,80.0,,80.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_24343564,CM00032,PARENT0718,PMID_34710625,ASSY_CHEMBL5030005,PAM_functional_calcium,calcium,%max,=,98.0,,98.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_24343565,CM00047,PARENT0719,PMID_34710625,ASSY_CHEMBL5030005,PAM_functional_calcium,calcium,%max,=,82.0,,82.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_24343566,CM00564,PARENT0720,PMID_34710625,ASSY_CHEMBL5030005,PAM_functional_calcium,calcium,%max,=,71.0,,71.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_24343567,CM00749,PARENT0721,PMID_34710625,ASSY_CHEMBL5030005,PAM_functional_calcium,calcium,%max,=,90.0,,90.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_24343578,CM00289,PARENT0682,PMID_34710625,ASSY_CHEMBL5030006,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_24343611,CM00146,PARENT0715,PMID_34710625,ASSY_CHEMBL5030006,PAM_functional_calcium,calcium,EC50,>,1000.0,1000.0,,,Homo sapiens,CORE,censored_pam_potency,censored_pam_potency,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_245652,CM00677,PARENT0010,PMID_11881995,ASSY_CHEMBL744008,binding_cooperativity,binding/cooperativity,Cooperativity,>,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_245664,CM00455,PARENT0011,PMID_11881995,ASSY_CHEMBL744008,binding_cooperativity,binding/cooperativity,Cooperativity,>,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_245676,CM00866,PARENT0012,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_245688,CM00753,PARENT0013,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_248309,CM00702,PARENT0014,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_249817,CM00084,PARENT0015,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_249829,CM00401,PARENT0016,PMID_11881995,ASSY_CHEMBL744010,binding_cooperativity,binding/cooperativity,Cooperativity,=,1.19,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25001814,CM00243,PARENT0722,PMID_34671731,ASSY_CHEMBL5233294,PAM_functional_unspecified,unspecified,IC50,=,17.0,17.0,,,Homo sapiens,EXTENDED,quantitative_potency_other,quantitative_potency_other,,,cat=PAM_functional_unspecified; standard_type=IC50; source_kind=review; legacy pEC50=7.77 (generic negative-log potency)
ACT_25073848,CM00599,PARENT0732,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,>,10.0,10.0,,,Homo sapiens,CORE,censored_pam_potency,censored_pam_potency,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_25073865,CM00077,PARENT0307,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,83.7,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073866,CM00479,PARENT0723,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,69.8,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073867,CM00707,PARENT0463,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,80.6,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073868,CM00845,PARENT0724,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,75.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073869,CM00534,PARENT0725,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,68.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073870,CM00211,PARENT0726,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,75.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073871,CM00185,PARENT0727,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,71.2,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073872,CM00864,PARENT0728,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,87.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073873,CM00329,PARENT0729,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,76.9,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073874,CM00249,PARENT0730,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,80.8,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073875,CM00210,PARENT0731,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,83.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073876,CM00599,PARENT0732,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,>,10.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25073877,CM00598,PARENT0733,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,62.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073878,CM00706,PARENT0734,PMID_28197318,ASSY_CHEMBL5253758,PAM_functional_calcium,calcium,Activity,=,87.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073947,CM00707,PARENT0463,PMID_28197318,ASSY_CHEMBL5253826,fold_shift,fold-shift,FC,=,45.0,,,45.0,Homo sapiens,EXPLORATORY,fold_shift,fold_shift,,,cat=fold_shift; standard_type=FC; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073949,CM00707,PARENT0463,PMID_28197318,ASSY_CHEMBL5253828,binding_cooperativity,binding/cooperativity,Kb,=,944.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25073950,CM00707,PARENT0463,PMID_28197318,ASSY_CHEMBL5253828,binding_cooperativity,binding/cooperativity,pKb,=,6.025,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_251087,CM00053,PARENT0017,PMID_11881995,ASSY_CHEMBL744009,binding_cooperativity,binding/cooperativity,Cooperativity,=,0.8,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_252486,CM00608,PARENT0018,PMID_11881995,ASSY_CHEMBL744008,binding_cooperativity,binding/cooperativity,Cooperativity,>,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_253921,CM00008,PARENT0019,PMID_11881995,ASSY_CHEMBL744009,binding_cooperativity,binding/cooperativity,Cooperativity,=,0.8,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_253933,CM00086,PARENT0020,PMID_11881995,ASSY_CHEMBL745914,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_253945,CM00380,PARENT0021,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_253957,CM00379,PARENT0022,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_253969,CM00005,PARENT0023,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_255162,CM00474,PARENT0024,PMID_11881995,ASSY_CHEMBL744010,binding_cooperativity,binding/cooperativity,Cooperativity,=,1.19,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_255174,CM00070,PARENT0025,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_255186,CM00795,PARENT0026,PMID_11881995,ASSY_CHEMBL744009,binding_cooperativity,binding/cooperativity,Cooperativity,=,0.8,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_256500,CM00101,PARENT0027,PMID_11881995,ASSY_CHEMBL745913,binding_cooperativity,binding/cooperativity,Cooperativity,=,3.0,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_256512,CM00416,PARENT0028,PMID_11881995,ASSY_CHEMBL744212,binding_cooperativity,binding/cooperativity,Cooperativity,=,0.8,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_256524,CM00308,PARENT0029,PMID_11881995,ASSY_CHEMBL744010,binding_cooperativity,binding/cooperativity,Cooperativity,=,1.19,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_257964,CM00685,PARENT0030,PMID_11881995,ASSY_CHEMBL744213,binding_cooperativity,binding/cooperativity,Cooperativity,=,1.19,,,,Homo sapiens,EXPLORATORY,auxiliary,auxiliary,,,cat=binding_cooperativity; standard_type=Cooperativity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844110,CM00370,PARENT0735,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,90.0,,90.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844111,CM00639,PARENT0736,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,100.0,,100.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844112,CM00596,PARENT0737,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,89.0,,89.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844113,CM00453,PARENT0738,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,87.0,,87.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844114,CM00670,PARENT0739,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,58.0,,58.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844115,CM00120,PARENT0740,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,95.0,,95.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844116,CM00336,PARENT0741,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,91.0,,91.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844117,CM00565,PARENT0742,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,94.0,,94.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844118,CM00853,PARENT0743,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,96.0,,96.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844119,CM00539,PARENT0744,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,100.0,,100.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844120,CM00135,PARENT0745,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,104.0,,104.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844121,CM00514,PARENT0746,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,94.0,,94.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844122,CM00842,PARENT0747,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,100.0,,100.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844123,CM00648,PARENT0748,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,95.0,,95.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844124,CM00668,PARENT0749,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,97.0,,97.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844125,CM00508,PARENT0750,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,107.0,,107.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844126,CM00659,PARENT0751,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,93.0,,93.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844127,CM00694,PARENT0282,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,76.0,,76.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25844128,CM00414,PARENT0232,PMID_38888621,ASSY_CHEMBL5504409,PAM_functional_cAMP,cAMP,Emax,=,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_cAMP; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25916996,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25916998,CM00662,PARENT0755,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917000,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917010,CM00548,PARENT0767,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917011,CM00445,PARENT0768,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917013,CM00219,PARENT0770,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917024,CM00460,PARENT0781,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917025,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917027,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917030,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526934,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917036,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917037,CM00662,PARENT0755,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917038,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917039,CM00548,PARENT0767,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917040,CM00445,PARENT0768,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917041,CM00219,PARENT0770,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
