activity_id,class_label,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation_recorded,endpoint_relation_human_resolved,potency_nM,potency_bound_interpretation,receptor_species,threshold_convention_note,decision_provenance,notes
ACTL00004,threshold_positive,CM00034,PARENT0869,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00004,Literature narrative extraction (see compound notes)
ACTL00005,threshold_positive,CM00414,PARENT0232,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1900.0,exact EC50 = 1900.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00005,Literature narrative extraction (see compound notes)
ACT_10958292,threshold_positive,CM00675,PARENT0103,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,EC50,=,=,1819.7,exact EC50 = 1819.7 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.74 (generic negative-log potency)
ACT_19178815,threshold_positive,CM00594,PARENT0495,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,22.0,exact EC50 = 22.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.66 (generic negative-log potency)
ACT_19178816,threshold_positive,CM00482,PARENT0496,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,8.0,exact EC50 = 8.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.1 (generic negative-log potency)
ACT_19178817,threshold_positive,CM00134,PARENT0497,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,110.0,exact EC50 = 110.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_19178818,threshold_positive,CM00758,PARENT0498,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,17.0,exact EC50 = 17.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency)
ACT_19178819,threshold_positive,CM00493,PARENT0499,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,220.0,exact EC50 = 220.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_19178820,threshold_positive,CM00441,PARENT0500,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,120.0,exact EC50 = 120.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19178821,threshold_positive,CM00518,PARENT0501,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,89.0,exact EC50 = 89.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.05 (generic negative-log potency)
ACT_19178822,threshold_positive,CM00372,PARENT0502,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,990.0,exact EC50 = 990.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6 (generic negative-log potency)
ACT_19178823,threshold_positive,CM00240,PARENT0503,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,12.0,exact EC50 = 12.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.92 (generic negative-log potency)
ACT_19178824,threshold_positive,CM00497,PARENT0504,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,26.0,exact EC50 = 26.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.58 (generic negative-log potency)
ACT_19178825,threshold_positive,CM00033,PARENT0505,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,130.0,exact EC50 = 130.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_19178826,threshold_positive,CM00081,PARENT0506,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,270.0,exact EC50 = 270.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_19178827,threshold_positive,CM00091,PARENT0507,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,240.0,exact EC50 = 240.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_19178828,threshold_positive,CM00384,PARENT0508,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,2100.0,exact EC50 = 2100.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.68 (generic negative-log potency)
ACT_19178829,threshold_positive,CM00785,PARENT0509,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,310.0,exact EC50 = 310.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.51 (generic negative-log potency)
ACT_19178830,threshold_positive,CM00579,PARENT0510,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_19178831,threshold_positive,CM00037,PARENT0511,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,300.0,exact EC50 = 300.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.52 (generic negative-log potency)
ACT_19178832,threshold_positive,CM00139,PARENT0512,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,2000.0,exact EC50 = 2000.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.7 (generic negative-log potency)
ACT_19178833,threshold_positive,CM00163,PARENT0513,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,37.0,exact EC50 = 37.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.43 (generic negative-log potency)
ACT_19178834,threshold_positive,CM00632,PARENT0514,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,86.0,exact EC50 = 86.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.07 (generic negative-log potency)
ACT_19178835,threshold_positive,CM00387,PARENT0515,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,95.0,exact EC50 = 95.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.02 (generic negative-log potency)
ACT_19178836,threshold_positive,CM00487,PARENT0516,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,46.0,exact EC50 = 46.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.34 (generic negative-log potency)
ACT_19178837,threshold_positive,CM00109,PARENT0517,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,60.0,exact EC50 = 60.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.22 (generic negative-log potency)
ACT_19178838,threshold_positive,CM00510,PARENT0518,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,120.0,exact EC50 = 120.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19178839,threshold_positive,CM00840,PARENT0519,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,84.0,exact EC50 = 84.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_19178840,threshold_positive,CM00595,PARENT0520,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,160.0,exact EC50 = 160.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_19178841,threshold_positive,CM00067,PARENT0521,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,1900.0,exact EC50 = 1900.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency)
ACT_19178842,threshold_positive,CM00748,PARENT0522,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,140.0,exact EC50 = 140.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_19178843,threshold_positive,CM00573,PARENT0523,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,250.0,exact EC50 = 250.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.6 (generic negative-log potency)
ACT_19178844,threshold_positive,CM00377,PARENT0524,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,140.0,exact EC50 = 140.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_19178845,threshold_positive,CM00103,PARENT0525,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,160.0,exact EC50 = 160.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_19178846,threshold_positive,CM00061,PARENT0526,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,120.0,exact EC50 = 120.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19178847,threshold_positive,CM00449,PARENT0527,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,270.0,exact EC50 = 270.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_19178848,threshold_positive,CM00013,PARENT0528,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,110.0,exact EC50 = 110.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_19178849,threshold_positive,CM00350,PARENT0529,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,410.0,exact EC50 = 410.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.39 (generic negative-log potency)
ACT_19178850,threshold_positive,CM00752,PARENT0530,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,=,620.0,exact EC50 = 620.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.21 (generic negative-log potency)
ACT_19475622,threshold_positive,CM00104,PARENT0541,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,380.19,exact EC50 = 380.19 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.42 (generic negative-log potency)
ACT_19475623,threshold_positive,CM00475,PARENT0542,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,478.63,exact EC50 = 478.63 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475624,threshold_positive,CM00533,PARENT0543,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,75.86,PAM direction confirmed; exact EC50 unresolved (divergent duplicate); both reported conflicting values < 10000 nM -> threshold-positive (robust under either value),Homo sapiens,threshold_positive = supported human-M4 PAM with EC50 < 10000 nM; this row is a divergent-duplicate representation retained for PAM direction (exact value excluded from regression),fc1_divergent_duplicate_reconciliation.csv:MG00290,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency)
ACT_19475625,threshold_positive,CM00788,PARENT0544,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,891.25,exact EC50 = 891.25 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475626,threshold_positive,CM00233,PARENT0545,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,104.71,exact EC50 = 104.71 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475627,threshold_positive,CM00186,PARENT0546,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,331.13,exact EC50 = 331.13 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.48 (generic negative-log potency)
ACT_19475628,threshold_positive,CM00854,PARENT0531,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,645.65,exact EC50 = 645.65 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_19475629,threshold_positive,CM00300,PARENT0532,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,102.33,exact EC50 = 102.33 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_19475630,threshold_positive,CM00872,PARENT0533,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,104.71,exact EC50 = 104.71 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475631,threshold_positive,CM00738,PARENT0534,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,371.54,exact EC50 = 371.54 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_19475632,threshold_positive,CM00483,PARENT0535,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,588.84,exact EC50 = 588.84 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_19475633,threshold_positive,CM00266,PARENT0536,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,562.34,exact EC50 = 562.34 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_19475634,threshold_positive,CM00727,PARENT0537,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,239.88,exact EC50 = 239.88 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_19475635,threshold_positive,CM00239,PARENT0538,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,478.63,exact EC50 = 478.63 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475636,threshold_positive,CM00501,PARENT0539,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,354.81,exact EC50 = 354.81 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_19475637,threshold_positive,CM00317,PARENT0540,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,891.25,exact EC50 = 891.25 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475638,threshold_positive,CM00686,PARENT0547,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,138.04,exact EC50 = 138.04 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.86 (generic negative-log potency)
ACT_19475639,threshold_positive,CM00686,PARENT0547,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,120.0,exact EC50 = 120.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19475656,threshold_positive,CM00104,PARENT0541,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,380.0,exact EC50 = 380.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.42 (generic negative-log potency)
ACT_19475657,threshold_positive,CM00475,PARENT0542,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,479.0,exact EC50 = 479.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475658,threshold_positive,CM00715,PARENT0564,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,=,295.0,exact EC50 = 295.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.53 (generic negative-log potency)
