activity_id,class_label,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,potency_nM,receptor_species,positive_evidence_type,negative_evidence_type,negative_evidence_tier,negative_evidence_provenance_group,molecule_has_positive,molecule_has_negative,molecule_label_conflict,molecule_strict_label,decision_provenance,notes
ACTL00004,positive,CM00034,PARENT0869,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,1200.0,human_M4,RU003_human_confirmed_GIRK_thallium,,,,yes,no,no,positive,human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00004,Literature narrative extraction (see compound notes)
ACTL00005,positive,CM00414,PARENT0232,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,1900.0,human_M4,RU003_human_confirmed_GIRK_thallium,,,,yes,no,no,positive,human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00005,Literature narrative extraction (see compound notes)
ACT_19178850,positive,CM00752,PARENT0530,PMID_31248774,ASSY_CHEMBL4386804,PAM_functional_calcium,calcium,EC50,=,620.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.21 (generic negative-log potency)
ACT_19475622,positive,CM00104,PARENT0541,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,380.19,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.42 (generic negative-log potency)
ACT_19475623,positive,CM00475,PARENT0542,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,478.63,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475624,positive,CM00533,PARENT0543,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,75.86,Homo sapiens,human_M4_PAM_direction_confirmed_exact_value_unresolved,,,,yes,no,no,positive,fc1_divergent_duplicate_reconciliation.csv:MG00290,"cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency) | PAM direction primary-source confirmed; exact EC50 excluded from regression (divergent duplicate, unresolved); retained as strict positive"
ACT_19475625,positive,CM00788,PARENT0544,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,891.25,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475626,positive,CM00233,PARENT0545,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,104.71,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475627,positive,CM00186,PARENT0546,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,331.13,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.48 (generic negative-log potency)
ACT_19475628,positive,CM00854,PARENT0531,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,645.65,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_19475629,positive,CM00300,PARENT0532,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,102.33,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_19475630,positive,CM00872,PARENT0533,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,104.71,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475631,positive,CM00738,PARENT0534,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,371.54,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_19475632,positive,CM00483,PARENT0535,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,588.84,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_19475633,positive,CM00266,PARENT0536,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,562.34,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_19475634,positive,CM00727,PARENT0537,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,239.88,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_19475635,positive,CM00239,PARENT0538,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,478.63,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475636,positive,CM00501,PARENT0539,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,354.81,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_19475637,positive,CM00317,PARENT0540,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,891.25,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475638,positive,CM00686,PARENT0547,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,138.04,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.86 (generic negative-log potency)
ACT_19475639,positive,CM00686,PARENT0547,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,120.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19475656,positive,CM00104,PARENT0541,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,380.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.42 (generic negative-log potency)
ACT_19475657,positive,CM00475,PARENT0542,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,479.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475658,positive,CM00715,PARENT0564,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,295.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.53 (generic negative-log potency)
ACT_19475659,positive,CM00332,PARENT0565,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,76.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency)
ACT_19475660,positive,CM00533,PARENT0543,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,37.0,Homo sapiens,human_M4_PAM_direction_confirmed_exact_value_unresolved,,,,yes,no,no,positive,fc1_divergent_duplicate_reconciliation.csv:MG00290,"cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.43 (generic negative-log potency) | PAM direction primary-source confirmed; exact EC50 excluded from regression (divergent duplicate, unresolved); retained as strict positive"
ACT_19475661,positive,CM00788,PARENT0544,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,891.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475662,positive,CM00233,PARENT0545,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,105.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475663,positive,CM00186,PARENT0546,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,331.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.48 (generic negative-log potency)
ACT_19475664,positive,CM00854,PARENT0531,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,646.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_19475665,positive,CM00300,PARENT0532,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,102.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_19475666,positive,CM00872,PARENT0533,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,105.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475667,positive,CM00738,PARENT0534,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,372.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_19475668,positive,CM00483,PARENT0535,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,589.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_19475669,positive,CM00266,PARENT0536,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,562.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_19475670,positive,CM00727,PARENT0537,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,240.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_19475671,positive,CM00239,PARENT0538,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,479.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475672,positive,CM00501,PARENT0539,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,355.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_19475673,positive,CM00317,PARENT0540,PMID_27476142,ASSY_CHEMBL4479482,PAM_functional_calcium,calcium,EC50,=,891.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_20630001,positive,CM00767,PARENT0570,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,494.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.31 (generic negative-log potency)
ACT_20630004,positive,CM00673,PARENT0573,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,849.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_20630005,positive,CM00365,PARENT0574,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,746.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_20630006,positive,CM00504,PARENT0575,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,654.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.18 (generic negative-log potency)
ACT_20630007,positive,CM00690,PARENT0576,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,468.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.33 (generic negative-log potency)
ACT_20630008,positive,CM00466,PARENT0577,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,420.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.38 (generic negative-log potency)
ACT_20630009,positive,CM00621,PARENT0578,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,375.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_20630010,positive,CM00688,PARENT0579,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,370.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_20630011,positive,CM00297,PARENT0580,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,243.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.61 (generic negative-log potency)
ACT_20630012,positive,CM00095,PARENT0581,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,132.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.88 (generic negative-log potency)
ACT_20630013,positive,CM00212,PARENT0582,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,308.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.51 (generic negative-log potency)
ACT_20630014,positive,CM00747,PARENT0583,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,739.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_20630015,positive,CM00098,PARENT0584,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,2540.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.59 (generic negative-log potency)
ACT_20630017,positive,CM00394,PARENT0586,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,584.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_20630021,positive,CM00042,PARENT0590,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,675.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.17 (generic negative-log potency)
ACT_20630029,positive,CM00729,PARENT0598,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,1832.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.74 (generic negative-log potency)
ACT_20630031,positive,CM00428,PARENT0600,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,1384.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.86 (generic negative-log potency)
ACT_20630032,positive,CM00276,PARENT0601,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,940.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.03 (generic negative-log potency)
ACT_20630033,positive,CM00642,PARENT0602,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,3882.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.41 (generic negative-log potency)
ACT_20630034,positive,CM00100,PARENT0603,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,1422.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.85 (generic negative-log potency)
ACT_20630035,positive,CM00556,PARENT0604,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,454.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.34 (generic negative-log potency)
ACT_20630036,positive,CM00742,PARENT0605,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,1153.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.94 (generic negative-log potency)
ACT_20630037,positive,CM00357,PARENT0606,PMID_31784320,ASSY_CHEMBL4610613,PAM_functional_calcium,calcium,EC50,=,430.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.37 (generic negative-log potency)
ACT_20630421,positive,CM00177,PARENT0607,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,63.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.2 (generic negative-log potency)
ACT_20630422,positive,CM00665,PARENT0608,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,592.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_20630423,positive,CM00801,PARENT0609,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,1719.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.76 (generic negative-log potency)
ACT_20630424,positive,CM00806,PARENT0610,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,820.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.09 (generic negative-log potency)
ACT_20630425,positive,CM00436,PARENT0611,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,1493.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.83 (generic negative-log potency)
ACT_20630426,positive,CM00797,PARENT0612,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,91.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_20630427,positive,CM00259,PARENT0613,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,364.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_20630428,positive,CM00808,PARENT0614,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,373.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_20630429,positive,CM00828,PARENT0615,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,462.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.33 (generic negative-log potency)
ACT_20630430,positive,CM00383,PARENT0616,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,814.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.09 (generic negative-log potency)
ACT_20630431,positive,CM00855,PARENT0617,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,1723.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.76 (generic negative-log potency)
ACT_20630432,positive,CM00241,PARENT0618,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,2427.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.62 (generic negative-log potency)
ACT_20630433,positive,CM00823,PARENT0619,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,3602.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.44 (generic negative-log potency)
ACT_20630434,positive,CM00862,PARENT0620,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,4499.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.35 (generic negative-log potency)
ACT_20630435,positive,CM00042,PARENT0590,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,675.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.17 (generic negative-log potency)
ACT_20630436,positive,CM00442,PARENT0621,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,275.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.56 (generic negative-log potency)
ACT_20630437,positive,CM00318,PARENT0622,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,379.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.42 (generic negative-log potency)
ACT_20630438,positive,CM00044,PARENT0623,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,239.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_20630439,positive,CM00814,PARENT0624,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,475.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_20630440,positive,CM00016,PARENT0625,PMID_31787491,ASSY_CHEMBL4610689,PAM_functional_calcium,calcium,EC50,=,957.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.02 (generic negative-log potency)
