activity_id,parent_id,source_id,series_id,assay_id,receptor_species,assay_type,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,legacy_potency_type,endpoint_relation,legacy_pharmacological_class,quantitative_validity,v21_modeling_role,v21_exclusion_reason,potency_nM,pPotency,endpoint_value,endpoint_unit,efficacy_pct,fold_shift,modulation_direction,intrinsic_activity,evidence_tier,source_location,activity_comment,notes,raw_text_value,raw_standard_text_value,raw_activity_comment,qualitative_result,qualitative_result_source,qualitative_result_confidence,evidence_supported_role,evidence_supported_role_basis,v21_human_review_status,v21_human_review_unit_id,v21_human_review_decision,v21_human_review_decision_detail,compound_id,chembl_molecule_id,canonical_molecule_id,canonical_inchikey,assay_family,assay_context,final_target_valid,final_species_valid,final_identity_valid,final_direction,final_quantitative_type,final_modeling_role,final_exclusion_reason,potency_regression_eligible,pam_binary_eligible,threshold_10uM_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,fc2_divergent_group_id,fc2_divergent_classification,fc2_divergent_disposition
ACT_19178830,PARENT0510,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,1200.0,5.9208,1200.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178830 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4519541,CHEMBL4519541,CM00579,QXMQOGZXBQTXFS-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178831,PARENT0511,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,300.0,6.5229,300.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178831 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.52 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4556741,CHEMBL4556741,CM00037,BAYRNIMPWMTFSK-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178832,PARENT0512,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,2000.0,5.699,2000.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178832 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.7 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4443127,CHEMBL4443127,CM00139,DWCBPLUJEUVMFM-HNNXBMFYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178833,PARENT0513,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,37.0,7.4318,37.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178833 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.43 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4452874,CHEMBL4452874,CM00163,FKJNAFQXVIHBTI-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178834,PARENT0514,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,86.0,7.0655,86.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178834 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.07 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4449879,CHEMBL4449879,CM00632,SFXVLENGUQBVFY-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178835,PARENT0515,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,95.0,7.0223,95.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178835 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.02 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4533756,CHEMBL4533756,CM00387,LHLOJCZIPPOOFM-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178836,PARENT0516,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,46.0,7.3372,46.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178836 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.34 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4586356,CHEMBL4586356,CM00487,OAUVSJIXYRZCNZ-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178837,PARENT0517,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,60.0,7.2218,60.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178837 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.22 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4532897,CHEMBL4532897,CM00109,CSTDXDYOBCJEQX-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178838,PARENT0518,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,120.0,6.9208,120.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178838 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4587040,CHEMBL4587040,CM00510,OPFRWAYTYJICGP-AWEZNQCLSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178839,PARENT0519,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,84.0,7.0757,84.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178839 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4468120,CHEMBL4468120,CM00840,YYPQFWYTHFCMBP-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178840,PARENT0520,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,160.0,6.7959,160.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178840 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4446559,CHEMBL4446559,CM00595,RJLCNZFAIKMUED-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178841,PARENT0521,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,1900.0,5.7212,1900.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178841 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4581412,CHEMBL4581412,CM00067,BZRFTUSZTIRPAQ-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178842,PARENT0522,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,140.0,6.8539,140.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178842 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4534301,CHEMBL4534301,CM00748,WGXRXURVGSDLOI-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178843,PARENT0523,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,250.0,6.6021,250.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178843 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.6 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4467568,CHEMBL4467568,CM00573,QURJEMXJGMGFOD-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178844,PARENT0524,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,140.0,6.8539,140.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178844 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4559283,CHEMBL4559283,CM00377,KZTNGFUVDXWWBQ-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178845,PARENT0525,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,160.0,6.7959,160.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178845 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4475984,CHEMBL4475984,CM00103,CONTYSFGWBZCFO-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178846,PARENT0526,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,120.0,6.9208,120.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178846 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4558206,CHEMBL4558206,CM00061,BWUJAXBHZRKFME-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178847,PARENT0527,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,270.0,6.5686,270.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178847 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4533701,CHEMBL4533701,CM00449,MWEOEIIPYCNVIG-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178848,PARENT0528,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,110.0,6.9586,110.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178848 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4549515,CHEMBL4549515,CM00013,AGTDFHKXZUTBAZ-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178849,PARENT0529,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,410.0,6.3872,410.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178849 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.39 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4547561,CHEMBL4547561,CM00350,KDWUDCXNLODAIT-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178850,PARENT0530,PMID_31248774,,ASSY_CHEMBL4386804,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,620.0,6.2076,620.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 19178850 (assay CHEMBL4386804, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.21 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4592120,CHEMBL4592120,CM00752,WKALWVMTEHBNEB-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_19178851,PARENT0491,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,84.0,,84.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178851 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4447294,CHEMBL4447294,CM00222,GXJNAOPYNVUKDT-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178852,PARENT0492,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,90.0,,90.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178852 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4446894,CHEMBL4446894,CM00202,GJBTVOXIYOZSSI-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178853,PARENT0493,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,82.0,,82.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178853 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4475459,CHEMBL4475459,CM00123,DHGPUZFWACZSFU-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178854,PARENT0494,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,73.0,,73.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178854 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4439440,CHEMBL4439440,CM00841,YZFWKSOATWRFKV-LBPRGKRZSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178855,PARENT0495,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,88.0,,88.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178855 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4568327,CHEMBL4568327,CM00594,RIYSHRNMJHUUHS-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178856,PARENT0496,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,94.0,,94.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178856 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4579086,CHEMBL4579086,CM00482,NWCNTZHOXRNLCM-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178857,PARENT0497,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,79.0,,79.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178857 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4558111,CHEMBL4558111,CM00134,DSKMQXBKCUZMOZ-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178858,PARENT0498,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,87.0,,87.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178858 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4575270,CHEMBL4575270,CM00758,WOQAPVRRXQVQMO-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178859,PARENT0499,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,84.0,,84.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178859 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4570659,CHEMBL4570659,CM00493,ODNSWEAIRUOKFV-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178860,PARENT0500,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,71.0,,71.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178860 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4460701,CHEMBL4460701,CM00441,MSLABHAXZFFQGF-ZDUSSCGKSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178861,PARENT0501,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,78.0,,78.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178861 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4528914,CHEMBL4528914,CM00518,OZNCHDLYTIQUCE-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178862,PARENT0502,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,60.0,,60.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178862 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4466365,CHEMBL4466365,CM00372,KWEKEHDGPHUQIL-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178863,PARENT0503,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,84.0,,84.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178863 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4459622,CHEMBL4459622,CM00240,HHTSPKZBYSHYMI-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_19178864,PARENT0504,PMID_31248774,,ASSY_CHEMBL4386805,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,%max,%max,=,pure_PAM,exact,auxiliary,,,,87.0,,87.0,,PAM,unknown,EXTENDED,"ChEMBL activity 19178864 (assay CHEMBL4386805, doc CHEMBL4385625)",,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL4458791,CHEMBL4458791,CM00497,OIGGRTXMKWAAAB-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,not_quantitative,auxiliary,,no,no,no,,,,,,,
